item_id,price
47247,1842
24615,12943
33720,838
18171,7366
32504,798
5304,3802
48695,2007
22510,10548
38901,1052
33887,844
34521,868
7835,4299
32540,799
24266,12492
36415,942
39961,1105
19793,8362
52736,2559
36494,944
10766,4854
10986,4912
37202,974
28943,684
42195,1287
762,2858
43909,512
44513,1600
35520,905
24320,12576
33290,462
43496,1422
48026,1922
20903,9118
47694,1883
45821,1712
12472,5250
51963,545
17745,7145
14744,5937
48681,2005
36784,956
23765,11820
30867,743
49999,2193
6610,4082
36497,944
20019,421
53705,2718
20470,8812
1651,3018
39683,1088
33679,837
29646,706
44900,1629
31212,756
24666,13009
39080,1060
17143,6843
32065,780
37057,968
37948,487
144,2767
18111,7328
3277,3361
3224,3351
35481,903
1593,3010
25435,14185
42063,1271
51892,2430
1832,3061
4882,3716
28783,681
10240,4746
40991,1181
34836,878
17694,7134
42870,1358
48274,1956
29103,689
20870,9090
6236,4007
6517,4065
17290,6927
43815,1443
45151,1654
24610,12932
34298,857
3391,567
31264,449
28378,668
52260,2489
19135,7903
33801,842
9386,589
37270,482
47070,1822
35737,911
47017,1819
41114,1195
5512,3848
40910,1179
14080,5712
4707,3679
13068,5412
45245,1659
19841,8403
18156,7357
2242,3146
40224,1123
31611,369
33458,828
48850,2032
44541,1604
18570,7575
50079,2203
20935,9144
34733,876
27636,18552
37247,976
14879,5992
34113,853
33072,814
24277,12506
40955,1179
43550,1429
47255,1842
19820,8387
40031,1110
35992,921
37416,983
4881,3716
13338,5504
230,2784
25674,14597
31293,758
11562,5034
22915,10957
41826,1251
16439,6564
40973,1180
36732,954
17630,7098
7018,4158
16818,6708
38072,1013
14692,5929
51945,2441
34428,863
34308,858
20426,8780
10296,4759
36392,942
20338,8737
32025,778
45404,1668
38592,1037
51294,2361
48243,1951
39399,1076
9018,4514
19087,7861
28652,675
46276,1754
32658,802
45126,1652
20482,8820
31642,450
24182,12369
45027,1637
35338,898
690,2852
48833,2030
38356,1021
42918,1363
19350,622
32772,803
27967,658
19945,8491
11129,4939
45296,1662
36214,932
48886,2039
44990,523
1971,3090
31430,764
16553,6613
44510,1600
8293,4385
50534,2274
33387,827
26518,16169
15534,6224
22667,10711
43217,1397
7860,4306
26474,16059
19956,8504
51467,2376
16117,6442
12164,5179
41046,1188
29237,696
45884,1719
21268,9419
25736,14663
39464,1078
11529,5027
18019,7290
14612,5897
37966,1007
43948,516
18556,7565
25287,13940
30170,721
18662,7627
34492,867
3352,3380
44383,1582
177,2776
25070,13595
25242,13853
10928,4892
49865,2174
28873,684
37088,969
51581,2393
36455,942
42281,505
27763,648
51393,2368
26169,15505
22146,10184
48806,2025
29428,700
16624,6645
36738,954
19542,8176
3693,3447
50730,2295
31486,765
23994,12154
37666,992
7761,4283
44561,1605
29298,438
46757,1800
48639,537
38132,1013
19401,8062
48948,2047
36694,952
34940,378
31368,761
966,2892
25273,13919
30309,726
35226,893
6583,4078
26181,15528
53313,2650
38079,1013
17362,6968
46818,1808
10612,4828
26789,16641
11442,5006
29316,698
24242,12451
2293,3161
49060,2058
43610,507
5103,3758
1690,3033
5280,3798
38355,1021
21987,10053
35748,911
48435,1974
6238,4007
33435,828
934,2884
37024,965
43419,1413
49703,2147
37793,1000
20800,9032
11988,5143
18018,7290
42141,1280
50845,2311
21027,9235
16774,6683
38170,1014
52659,2549
17513,7042
40272,493
41730,1243
36628,478
34320,859
28275,362
23928,12058
13383,601
29109,689
13015,5408
1896,3077
51525,2386
30660,737
35102,886
8968,4504
17665,7119
36573,945
41414,1226
52447,2515
28739,680
48356,1963
28843,683
14649,5914
22402,10428
24315,12561
24812,13200
16484,6587
28521,674
37804,1001
48951,2047
13800,5624
27155,17393
23040,11068
20205,8644
7751,4281
29665,706
52809,2572
8562,4435
19637,8256
42444,1315
6624,4084
52308,548
38654,1040
7217,4191
25166,13744
28845,683
43908,512
50551,2276
48260,1955
37956,1007
18795,7691
3618,3429
7765,4284
51327,544
13097,5421
14213,5761
26230,15653
15616,6264
41246,1208
20257,8687
40795,1169
42137,1280
50914,2318
46380,1763
5050,573
36041,923
34449,864
49842,2169
33868,844
2708,563
52222,2484
43924,514
40306,1125
47130,1829
13960,5682
43269,506
7801,4291
38587,1036
51115,2338
48295,1958
27066,17186
24821,13211
26859,16783
52714,2554
31451,765
11520,5025
28085,662
27267,17694
44490,1598
50487,2268
39930,491
48779,2020
23600,11627
51701,2400
12034,596
17776,7161
41305,1212
23691,11756
14013,5701
16096,6435
22242,10295
48119,1937
2639,3229
34828,878
34474,866
20328,8736
8205,4369
17270,6915
27500,18198
15465,6192
43417,1413
34522,868
31113,754
13070,5412
35134,889
21287,9444
32163,787
35561,906
11702,596
1858,3066
17719,613
340,2803
12773,5329
12482,5253
34215,855
52166,2474
14103,5720
38841,1049
17911,7234
24832,13229
20674,8955
10423,4783
5494,3842
29189,694
1088,2911
43056,1376
5682,3886
31490,765
27539,18296
10229,4744
2144,3125
12074,5157
22689,629
19016,7832
5729,575
9810,4669
27188,17475
47746,1892
40739,1163
52278,2492
6793,4114
31757,772
50006,2195
45022,1637
43631,1433
33491,828
40655,1154
9170,4543
36220,932
32570,800
29652,706
29836,710
3199,3345
12486,5255
7720,580
37729,996
23460,11455
44651,522
840,2868
29289,436
36429,942
36588,946
31483,765
44709,1614
17180,6860
52697,2553
27650,18594
20141,8597
32255,789
46847,1812
9140,4537
34702,874
15842,6337
14198,5759
26618,16378
45443,1672
41941,504
39692,1088
37504,984
25219,13820
37545,988
40908,1179
24062,12207
6890,4133
17851,7203
9949,4695
10481,4795
952,2889
25606,14476
39291,491
2891,3282
52126,2466
4846,3710
31567,766
53677,2711
18504,7539
33186,818
51329,544
11149,4943
11475,5013
17352,6963
22605,10658
42637,1332
45764,1706
20243,8674
31819,775
21578,9682
46425,1769
41713,1243
52879,2583
50658,544
14591,5888
37949,487
52336,2497
7422,4228
33327,827
39982,1107
49236,2083
26743,16533
25213,13812
33666,835
46862,1813
9837,4673
35410,900
36823,957
38812,1046
24031,633
11402,4999
45991,1723
1581,3007
5756,3896
3989,3514
17090,6814
50276,2239
40461,1140
23240,11248
4805,3699
20443,8794
16653,6659
29988,716
5376,574
6539,4071
10047,418
42639,1332
14099,5718
51506,2383
14425,5824
18407,7481
41676,1240
16472,6581
27498,18193
33763,840
31902,776
23347,422
44862,1628
8154,4357
38178,1015
27277,17730
2852,3273
40512,1145
39238,1068
14530,5865
24512,12792
52541,2531
19975,8523
462,2818
45222,1656
49351,2096
9203,4550
44729,1616
48555,1990
28393,668
34597,470
24964,13453
21973,10043
35665,907
25050,13555
33558,830
19929,8477
36977,963
16044,608
31227,756
39992,1107
17554,7066
21272,9425
40940,500
22685,629
5137,3763
47506,1865
20537,8858
2636,3229
26027,645
16643,6653
32673,802
41603,393
9899,4686
17486,7024
38832,1048
7536,4244
3750,3454
38370,1023
4439,3616
45511,1682
51413,2371
11125,4939
10314,4764
39567,1081
34330,861
52916,2589
10373,4776
40362,1129
32786,804
27334,17891
25658,14565
30452,731
28189,666
49984,2190
49892,2177
35100,886
20188,8637
3758,3456
19590,8217
17056,612
40909,1179
46817,1808
10932,4897
53676,2711
31197,756
3888,3486
440,2815
40965,1179
44860,1627
46860,1813
28781,681
34300,858
2505,3199
15559,6238
9183,4544
14504,5859
16441,6565
15536,6224
23459,11455
49574,2132
38551,1034
32556,800
37877,1005
34223,855
40065,1113
34461,865
12182,5184
26467,16037
28151,665
15303,6143
18217,7392
17544,7059
21325,9471
41884,1259
28569,675
37697,994
44116,1559
27057,646
32373,790
34896,880
19166,7923
29997,716
14334,5805
32788,804
10491,4797
7035,4161
30914,745
26460,16013
20071,8549
32132,784
20938,9146
8451,4413
24457,12720
49558,2130
912,2879
15806,6324
12856,5359
17130,6834
2737,3247
16094,6435
32410,791
50476,2266
52605,2544
26007,15238
6381,576
47088,1824
53220,2637
688,2852
37276,483
41125,1196
46426,1769
26770,16601
20976,9189
16997,6787
39003,1055
48141,1940
31082,752
4053,571
22500,10538
10484,4796
19846,8408
38260,382
44307,1579
53792,2730
45020,1637
5980,3951
2327,3169
7454,4234
43052,1376
12049,596
760,2858
49923,2184
5361,3816
42521,1323
33031,814
45915,1721
28945,684
18630,7602
35436,900
22780,10800
52677,2551
14621,5902
31517,765
43868,1449
52773,2564
23210,11218
49380,2101
10975,4909
19113,7880
37320,979
51629,2397
12595,5286
46467,1775
15343,6159
26026,645
5796,3906
31606,368
8942,4497
31840,775
32615,457
36609,477
16463,6579
5584,3864
16329,6533
50693,2290
8756,4466
25517,14321
5020,3746
33701,838
40918,1179
48849,2032
53234,2642
45841,1715
25450,14205
8481,4416
35929,919
7179,4185
29566,705
25593,14438
49001,2050
22659,10706
37716,995
49674,2142
52628,551
26628,16397
3351,3380
34652,872
25041,641
36869,958
39819,1097
7779,4284
14261,5775
16071,6418
46599,1786
7280,4200
36646,948
39145,1061
49615,2138
13038,600
15762,6302
38991,1054
10930,4895
14280,5781
3976,3510
27475,18139
35451,900
26233,15662
9483,4604
35779,912
39888,1103
27582,18426
24706,639
27240,17609
53456,2677
23241,11250
44594,1607
10300,4760
12603,5288
19593,8219
17161,6853
44731,1616
837,2867
40199,1121
17080,6810
32524,798
7013,4158
12411,5236
11248,4968
1704,3036
18331,7458
14911,6002
25832,14860
6073,3968
1657,3023
1514,2995
2139,3124
20008,8546
29527,703
46334,1758
22145,10184
46308,526
10319,4764
21006,9218
27584,18426
33263,826
39425,1076
36659,949
30223,723
20810,9038
23436,11430
9450,4596
4082,3531
25772,14735
8862,4482
36708,953
34145,854
50368,2249
7789,4287
17960,7258
37046,967
6579,4078
22568,10618
16392,6544
42095,1274
1726,561
50163,2218
40241,1124
36192,931
4062,571
35161,891
51469,2376
18639,7607
24102,12257
53206,2634
45575,1689
26994,17095
1682,3031
45645,525
29926,713
34613,470
51967,545
36200,931
32317,789
23642,11666
2773,3253
8755,4466
46622,526
23314,11355
23402,11389
30155,720
42192,1286
32323,789
9706,589
18577,7577
27152,17383
23562,11573
38454,1028
26441,15984
21302,9457
2802,3262
32418,791
45757,1705
21157,9314
3259,3358
47562,1875
21727,9794
33005,813
30252,724
28469,672
20021,421
39908,1104
22688,629
7721,580
15650,6275
50152,2215
48744,2015
19944,8491
27429,18034
15394,6167
8509,4424
37950,1007
8892,4488
6770,4108
12140,5174
9067,4518
15828,6334
34268,466
13977,5690
48646,537
28718,680
4939,3732
11276,4973
35909,919
16781,6685
53889,2749
29806,709
13865,5646
27828,650
11290,4977
19715,8288
42962,1365
17453,6999
37226,975
50482,2268
9996,4704
4294,3588
15102,6070
18602,7589
48245,1951
31259,758
19206,7953
33184,818
12618,5292
45147,1654
49720,2150
30564,734
7909,4314
33131,816
11173,4951
35463,901
24077,12224
7859,4306
18511,7544
27060,17175
53701,2717
5541,3856
3296,3366
7561,4250
31242,757
7735,581
23047,11078
9198,4548
10483,4795
39939,492
36667,949
232,2787
6661,4095
4985,3739
33400,828
24381,638
32316,789
18755,7665
47860,1910
36641,948
6502,4063
32449,792
22646,10693
21627,9718
19492,8127
25789,14775
18691,619
38155,1014
17158,6851
43231,1397
3895,3489
23127,11153
6168,3992
31427,764
40107,1114
32226,789
16539,6607
28522,674
44640,521
20827,9055
50024,2197
14550,5879
22430,10455
44950,1635
7387,579
10813,4864
28050,660
47444,1857
36492,943
10044,418
24560,12848
36495,944
47807,1902
51844,2423
19100,7866
28940,684
6509,4064
14801,5956
48589,1994
31353,760
44401,1584
12306,5219
20439,8794
8028,4333
20569,8879
11471,5013
2674,3239
19369,622
7856,4304
30718,738
45975,526
40005,1107
19639,8256
30420,730
38167,1014
26640,16420
17138,6838
31581,767
4235,3574
27512,18236
1467,2982
28823,683
14539,5871
37938,486
24085,12229
15478,6199
37937,486
15790,6319
22045,628
14235,5767
6439,4045
27239,17608
32838,807
1887,3075
36705,952
14502,5858
13705,5601
36935,478
36279,477
53924,2756
23932,12061
47612,1881
39933,491
27606,18474
25193,13786
9672,4646
12252,5204
23159,11176
10346,4769
15909,6360
34963,471
34009,848
33140,816
8116,4351
8130,4355
1194,2933
3633,3431
33429,828
2933,3290
24076,12221
3041,565
43016,1370
13330,5502
42014,1266
18731,7651
14935,6013
1961,3089
42301,1294
41899,1260
22248,10304
49403,2105
21810,9882
13878,5650
35592,907
28524,674
12753,5321
24572,12871
36719,954
51173,2346
52969,552
15709,608
29112,689
30650,736
50370,2249
50153,2215
1600,3011
38827,1048
32372,790
4871,3713
33760,840
847,2869
6297,4022
33755,840
50060,2202
51412,2371
45185,1656
45944,1723
49805,2164
45790,1709
51600,2394
36346,938
47014,1819
37761,999
20494,8828
39654,1087
53302,552
46824,1808
51253,2355
34689,873
23147,11165
36018,921
13170,5445
29502,702
19168,7924
46510,1779
6877,4129
9417,4588
50246,2234
18819,7707
27994,658
31988,776
11813,5091
3282,3363
12002,5147
13308,5497
35729,911
52320,2495
37750,998
16261,6504
2044,561
43122,1385
22577,10628
47913,1915
49562,2131
17271,6915
24404,12645
49173,2074
34707,874
39024,1056
40341,1129
20344,8742
4719,572
44960,1636
47478,1861
18245,7411
6353,4034
5394,574
37331,981
3846,3475
30492,732
34160,854
14613,5898
15208,6108
7168,4183
24563,12853
27815,650
29290,436
30504,732
43764,1439
30185,722
13943,5672
40334,1128
46673,1789
34586,872
31957,452
23051,11082
30116,720
52611,2545
18242,7409
38975,1053
1505,2993
17134,6837
45129,1653
2354,3173
33994,847
39719,1090
23951,12085
25578,14416
48999,2050
9546,4620
940,2886
33733,839
46631,526
26620,16383
52241,2486
45410,1668
38921,1052
31203,756
32004,777
23647,11681
47232,1840
14370,605
32066,780
43761,1439
8553,4434
52213,2482
41793,1249
16944,6766
18892,7748
30348,728
10974,4909
5647,3880
29710,707
44572,1607
25845,14904
18867,7738
48679,2005
52881,2583
41495,1233
29134,692
19488,8124
14945,6019
10702,4847
17474,7016
50638,402
16610,6636
44816,1624
37561,988
33454,828
16206,6479
8651,4453
42190,1286
38190,1015
42374,1304
34364,863
44846,1625
17053,612
42675,1335
4401,571
26329,15837
12802,5338
32342,789
10801,4862
49671,2142
2846,3270
24096,12244
9338,4580
52603,2543
31057,752
39365,1073
6156,3990
27673,18691
17188,6863
1598,3011
47034,1819
13572,5555
27001,17111
31718,771
5748,3894
20756,8996
19791,8361
40647,1154
35805,914
24727,13068
47090,1824
19356,622
44753,1619
8344,4398
53342,2656
52158,2473
20066,625
15757,6300
23187,11194
48617,1999
28073,661
18824,7711
48201,1948
1920,3082
46492,1778
24257,12468
52395,2509
27526,18274
14177,5751
10077,592
53141,2622
37447,984
19699,624
32616,457
13656,5588
38678,1041
3568,3419
40916,1179
14880,5993
16275,6509
10603,4826
53216,2636
9214,4554
40495,1142
5175,3774
47939,1915
47745,1892
23112,11133
31268,449
36981,963
39304,1069
20792,9030
44847,1625
16893,6743
25743,14674
6400,4038
7339,4211
7791,4289
53535,2691
52741,2559
22591,10642
24788,13161
2594,3217
664,2846
18112,7328
36010,921
35013,882
25181,13767
5445,3830
34703,874
25365,642
40851,1173
51068,2333
39603,491
24843,13248
1073,558
48838,2030
44522,1601
17154,6849
12083,5160
40006,1107
48792,2022
13910,5662
38615,489
30276,447
17149,6846
6338,4032
42828,1355
52149,2471
49647,540
12033,596
4433,3615
27,357
12338,5226
46323,1757
31476,765
47148,1832
2686,3243
15204,6108
26334,15841
28472,672
9380,589
1880,3073
5278,3798
50235,2232
53395,2666
24957,13437
24836,13232
1547,3002
40197,1121
22627,10681
24770,13133
26690,429
15120,6077
4980,3737
30361,729
17605,7090
38290,487
40131,1115
16991,6787
10421,4782
6947,4142
47533,1870
11104,4932
22522,10560
52079,2456
40030,1110
15919,6366
28269,361
27622,18509
2790,3258
49958,540
44441,1590
49364,2099
36594,947
14845,5978
46612,1787
12261,5207
46410,1767
23679,11730
9891,4685
42700,1338
20617,8916
39906,1103
4360,3604
47751,1892
7560,4250
13784,5620
51310,544
50426,2260
34695,873
46383,1763
15355,6164
3426,3384
41749,1244
42736,1343
36992,964
27252,17663
46613,1787
51231,2352
23622,11646
17464,7003
2739,3248
45437,1671
48905,2041
39132,1061
27811,650
52202,2479
15236,6115
8927,4497
6761,4106
4974,3735
14322,5801
44871,1629
13767,5612
11663,5055
20666,8952
15093,6066
46718,1793
48714,2010
40901,1178
3908,3494
28288,367
15413,6173
48610,1998
47167,1835
6385,576
31613,371
38460,1030
35769,912
27789,649
17374,612
13300,5493
52715,2554
38530,1033
52055,2452
34307,858
11682,5062
53887,2749
39593,1084
9873,4679
39173,1063
15364,605
109,2761
53560,2694
44733,1617
29591,706
35969,477
47362,1846
25334,14037
49442,2110
37282,484
12588,5284
549,2830
38311,1018
19347,8048
18484,7526
50765,2300
21896,9965
38722,1043
23741,11792
22440,10470
15354,6164
12826,5347
22581,10633
25986,15193
32800,805
5184,3774
5213,3780
39870,1102
6144,3989
51286,2360
48487,1980
14472,5841
23363,423
50905,2318
12915,5376
28180,666
25773,14737
45215,1656
2697,3246
29173,694
18276,7423
53796,2731
30550,734
11983,5142
19418,8073
4858,3710
10464,4790
40279,494
850,2870
41694,1240
27889,655
46487,1778
9167,4542
7414,4225
12734,5315
48222,1949
50726,2294
53909,2753
53488,2682
6034,575
50820,2308
19186,7938
1373,2966
14896,5998
1536,3001
31345,760
48359,1963
25892,15017
9555,4620
6720,577
22998,11051
32054,780
2858,3274
36067,924
47365,1846
34605,470
45309,524
35880,918
24665,13007
18201,7388
31211,756
34860,878
32698,802
11987,5143
36336,936
14175,5751
50788,2304
51611,2394
8129,4355
13280,5487
40884,1176
21152,9304
36692,952
34457,865
38954,489
33148,816
13161,5443
40938,499
53186,2632
46013,1727
29427,700
5536,3854
16383,6541
21849,9909
8999,4512
50608,2286
52770,2564
31657,768
20880,9103
17953,7257
51369,2366
27659,18630
28906,684
6469,4054
23236,11247
37625,990
10687,4844
19878,8430
12806,5340
22300,10346
29767,709
28204,666
43719,1438
53691,2717
4762,3689
12725,5312
43629,1433
25394,14103
48162,1942
46419,1768
9627,4637
20972,9185
5979,3951
23797,11855
12839,5353
29444,701
19,351
35392,899
43628,1433
25628,14502
31678,769
38822,1048
27724,18741
10881,4879
41436,1228
3291,3365
32366,790
11292,4977
34635,872
20088,8564
2390,561
53618,552
35656,907
45425,1668
4356,3603
5783,3902
11427,5002
50746,2297
52910,2587
3903,3492
26802,16683
2060,561
50599,2283
44424,1588
1387,559
16165,6460
23209,11217
12573,5280
25928,15086
6987,4155
37386,982
41211,1206
34182,854
15053,605
50273,2239
14909,6001
13255,5479
27257,17673
11819,5093
15501,6209
40302,1125
6210,4000
16592,6628
32314,789
43206,1395
20934,9141
13027,600
17409,6974
38110,1013
51016,2327
30322,726
26533,16192
29716,707
48205,1948
14768,5944
31522,765
583,2835
48865,2034
39174,1063
47296,394
28012,658
16536,6606
7915,4315
52818,2573
26685,427
28348,666
44117,1559
43031,1373
47753,1892
23395,631
29569,705
30307,726
36697,952
10074,591
26080,15312
15543,6230
42317,1295
34945,378
33565,830
28244,666
34536,868
26883,16823
51389,2368
2263,3154
34738,876
9310,4576
5252,3791
30730,739
32448,792
44506,1600
47270,1844
7183,4186
47927,1915
24958,13439
23068,11103
49812,2165
21078,9253
32020,778
12050,596
16123,6443
33036,814
13765,5612
14654,5914
34124,853
46345,1758
19838,8401
9280,4565
8163,4362
36621,478
28578,675
52637,552
51387,2368
10374,4777
14628,5906
41262,501
27409,18002
38512,1032
48545,1988
48239,1950
10654,4837
1583,3008
19714,8287
5160,3770
41958,505
2241,3146
4835,3708
12060,5154
13870,5648
48013,1920
11735,5071
1747,3040
24467,12736
51598,2394
20760,8999
18449,7504
22629,10682
15560,6239
21143,9299
34326,861
28877,684
50008,2195
43157,1389
30260,725
47416,1851
29856,710
8286,4383
390,554
11263,4969
6997,4155
30719,738
26964,17041
42763,1346
39412,1076
10632,4830
39616,491
2085,3112
53168,2629
30334,727
33037,814
26367,645
12024,5152
15942,6377
41956,505
10130,4719
11400,4998
22057,10085
18831,7715
44246,1574
6148,3989
49522,2123
42346,1299
37116,970
24726,13065
14796,5952
23916,12036
28202,666
17804,7177
37925,485
13792,5622
9940,4693
42009,1265
46675,1789
14963,6026
46735,1798
49785,2161
13922,5666
22464,10487
10302,4760
2986,3301
12893,5372
3670,3444
24103,12257
15580,6250
6345,4032
14847,5979
31318,758
18743,7659
20029,421
45687,1696
44626,1608
35507,904
36882,958
40309,1125
5939,3945
33349,827
23292,11322
15084,6062
42262,1294
15833,6335
5257,3792
4145,3545
721,556
5233,3787
863,2872
31630,450
13818,5630
15879,6351
29182,694
48615,1998
17236,6892
52758,2562
25225,13825
48759,2016
12498,5257
49511,2121
28331,666
32484,795
39794,1095
2718,564
52647,552
42613,505
49137,2066
42276,505
9448,4594
6757,4103
36190,931
23559,11567
9312,4578
45694,1697
30943,449
7486,4238
7740,4278
20660,8950
53349,2657
49846,2170
50159,2217
50520,2273
46311,526
48350,1962
8117,4351
49825,2167
38115,1013
28344,666
10176,4733
40827,1171
4605,3660
20484,8820
12671,5304
44265,1576
40035,1111
27827,650
25720,14637
12342,5226
19724,8295
42673,1334
7723,580
45566,1689
17822,7186
5402,3818
45773,1707
23987,12150
45992,1723
12332,5226
39504,1080
23807,11868
52474,2518
40705,1158
38733,1043
22152,10193
17179,6859
34580,871
24037,633
29308,438
5881,3927
39664,1087
18528,7551
11446,5006
37230,975
23102,11127
21675,9779
40498,1142
6794,4114
18527,7550
16965,6776
46542,1781
50530,2274
33687,838
8874,4484
48772,2019
1703,3035
14538,5869
15651,6275
53499,2684
11866,5107
37696,994
8368,4400
15860,6344
35020,882
29297,438
34315,858
44104,1556
44770,1621
24588,12898
51215,2352
12621,5292
40009,1107
8354,4398
46605,1786
37841,1002
27019,17153
50961,2323
47461,1857
11455,5008
35903,918
21206,9348
38293,487
50546,2276
43011,1369
22682,629
3866,3478
36766,956
52558,2535
26966,17045
45820,1712
34909,880
27293,17761
32230,789
9646,4641
6462,4053
15763,6302
29504,702
23458,11455
18161,7362
50091,2206
52620,550
36932,478
32693,802
41209,1205
29175,694
40967,1180
27234,17604
51526,2386
47322,530
20202,8643
7554,4249
18184,7372
20580,8889
14524,5864
19077,7850
33776,842
41196,1203
38633,489
51084,2334
30208,723
15955,6384
9359,4586
38890,1051
4971,3734
44317,521
42268,1294
34655,872
52759,2562
23297,11330
35522,905
32642,802
44204,1569
38764,1046
29468,702
2,327
1691,3033
38382,1024
4568,3647
50889,2317
17702,612
926,2882
10201,4740
28556,675
6496,4062
31365,761
51343,2363
35523,905
13292,5490
34316,859
25304,13976
40457,1140
26946,17006
4155,3548
7823,4295
23331,11379
11997,5147
2714,564
37005,965
22142,10181
50603,2285
35113,886
21547,9648
34544,869
42724,1341
5138,3763
48479,1979
53080,2611
17959,7258
45608,1691
45441,1672
24704,639
44082,1554
46242,1753
28973,435
30127,720
45753,1704
8196,4368
10620,4829
2247,3149
5010,3745
6288,4020
12920,5376
12384,598
28260,357
33125,816
36313,936
36153,928
15172,6097
38076,1013
