wal_id,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Year,Month
3300,24,1264117.01,0,51.07,3.021,132.0226667,2010,4
3489,25,599828.39,0,36.73,3.582,207.1882876,2011,3
1536,11,1569607.94,0,52.77,3.51,223.9170153,2012,2
169,2,1991909.98,0,89.53,2.627,211.1608049,2010,8
33,1,1351791.03,0,80.94,2.624,211.5972246,2010,9
900,7,835189.26,1,17.95,2.742,191.0121805,2010,11
1998,14,1687592.16,0,64.89,3.985,192.1704115,2012,10
445,4,1857533.7,0,67.73,2.756,126.1602258,2010,5
2151,16,504307.35,0,33.45,2.692,189.734262,2010,3
3952,28,1576654.67,0,59.77,3.828,129.8051935,2011,11
5873,42,549528.16,0,69.74,3.109,126.5621,2010,4
6028,43,718748.33,0,81.52,2.642,203.060919,2010,7
1273,9,495951,0,86.41,3.407,225.6970779,2012,7
384,3,551221.21,0,53.41,3.112,222.8258628,2011,12
4449,32,1205662.85,0,64.69,2.737,189.4452425,2010,5
4078,29,547586.07,0,74.22,3.784,135.6283333,2011,7
4250,30,433037.66,0,50.79,3.29,219.7188636,2012,1
5463,39,1417515.93,0,84.31,2.619,210.3292106,2010,8
4794,34,903882.96,0,78.09,3.563,129.1338387,2011,7
5022,36,471088.88,0,79.93,2.664,209.9398091,2010,6
2430,17,943465.29,0,39.94,3.755,131.1930968,2012,10
1657,12,889290.23,0,76.36,3.918,129.4306,2011,9
6369,45,704680.97,0,81.31,3.829,186.2955962,2011,7
193,2,1751384.9,0,41.4,3.016,211.4864691,2011,1
1992,14,1621841.33,0,72.62,3.834,191.3448865,2012,8
205,2,1856467.84,0,69.48,3.743,214.9420631,2011,4
1360,10,1751369.75,0,95.36,3.842,129.0894,2011,7
4033,29,545766.13,0,68.99,2.77,132.6932258,2010,8
4468,32,1085483.44,0,61.81,2.745,190.7763218,2010,10
2249,16,475905.1,0,25.53,3.031,196.8728921,2012,2
4973,35,760671.1,0,57.3,3.9,141.6269332,2012,3
5725,41,1023997.71,0,33.4,2.684,189.7372075,2010,3
5322,38,336227.69,1,83.63,3.044,126.1145806,2010,9
5474,39,1291398.71,0,62.21,2.728,210.7667944,2010,11
3832,27,1650405.21,0,52.22,4.187,141.8433929,2012,4
2569,18,1002856.2,0,58.24,4.018,138.7395,2012,9
5576,39,1569502,0,72.9,3.506,222.1136566,2012,10
6377,45,714106.42,0,63.75,3.711,187.0295321,2011,9
1715,12,974697.6,0,65.95,4.301,131.1930968,2012,10
704,5,314014.18,0,87.52,3.571,222.6276753,2012,8
362,3,360617.37,0,86.19,3.651,218.7857881,2011,7
4610,33,224294.39,0,91.45,3.001,126.2346,2010,10
4068,29,493078.64,0,57.2,3.988,134.4357333,2011,4
603,5,306533.08,1,79.86,2.565,212.0499271,2010,9
1184,9,520846.68,0,61.59,2.728,215.5557297,2010,11
4166,30,447727.52,0,86.18,2.637,211.1096543,2010,6
2674,19,1266570.4,0,31.84,3.585,136.698129,2012,1
5954,42,597667.21,0,68.57,3.828,129.8051935,2011,11
974,7,467827.75,0,51.49,3.927,197.664546,2012,4
4420,31,1390174.63,0,91.57,3.417,221.5869799,2012,8
6068,43,635758.03,0,65.01,3.743,207.1015429,2011,4
4009,29,519042.49,0,43.43,2.805,131.784,2010,3
5658,40,969611.3,0,65.01,3.796,136.2136129,2011,8
4649,33,226702.36,0,98.43,3.842,129.0894,2011,7
3060,22,944587.23,0,41.42,3.6,137.6269617,2011,3
330,3,467642.03,0,51.13,2.843,214.7693037,2010,12
1223,9,520284.79,0,91.63,3.638,219.1929854,2011,8
5571,39,1555672.51,0,73.58,3.721,221.4578604,2012,9
449,4,1846651.95,0,81.1,2.654,126.1266,2010,6
4677,33,279447.22,0,54.61,3.477,130.244,2012,1
5161,37,543234.77,0,75.56,2.835,209.1215867,2010,5
3001,21,641368.14,0,68.52,3.594,223.0598077,2012,10
4972,35,793045.82,0,49.6,3.862,141.55478,2012,3
4493,32,1051121.02,0,44.83,3.461,192.2691707,2011,4
2575,19,1536549.95,1,23.22,2.94,131.5866129,2010,2
804,6,1417922.37,0,68.53,3.353,219.0740167,2011,10
3563,25,710496.97,0,71.93,3.722,214.7484595,2012,8
6204,44,279427.93,0,33.17,3.12,128.13,2011,2
4015,29,505329.66,0,51.04,2.895,132.0226667,2010,4
1601,12,948447.34,0,92.81,3.041,126.0766452,2010,8
3576,26,1015684.09,1,18.14,2.771,131.5866129,2010,2
4296,31,1332261.01,0,54.68,2.72,210.8733316,2010,3
2741,20,1900535.9,0,77.75,2.771,204.4812188,2010,7
3845,27,1755889.53,0,78.95,3.689,142.2548214,2012,7
4154,30,442457.35,0,51.66,2.732,210.6766095,2010,3
2829,20,2074721.74,0,51.52,3.953,214.1647079,2012,3
6182,44,281313.78,0,68.22,2.872,126.1900333,2010,9
3982,28,1245480.95,0,78.11,4.277,130.9592258,2012,6
3499,25,677971.33,0,56.56,4.062,208.7583165,2011,5
1728,13,1785823.37,0,48.33,2.941,126.3805667,2010,4
5493,39,1284334.79,0,71.17,3.473,213.3436744,2011,3
3424,24,1477134.75,1,72.81,4.076,138.4729355,2012,9
5262,37,506973.17,0,72.54,3.891,220.1953389,2012,4
1572,11,1200729.45,0,74.26,3.506,226.9873637,2012,10
5547,39,1764847.94,0,73.49,3.891,220.1204125,2012,4
1179,9,505069.21,0,65.35,2.633,215.290437,2010,10
1637,12,994966.1,0,68.27,4.151,128.9998667,2011,4
4494,32,1102975.59,0,48.81,3.532,192.3418571,2011,4
626,5,356622.61,0,58.83,3.045,213.8068304,2011,2
4209,30,426666.92,0,71.01,3.743,214.9420631,2011,4
2346,17,778436.81,0,34.48,3.407,128.5121935,2011,3
5944,42,503720.98,0,91.59,3.663,129.2832581,2011,8
2083,15,605413.17,0,69.19,3.906,136.2136129,2011,8
5668,40,1011321.18,0,35.4,3.586,136.475129,2011,11
5042,36,424956.3,0,72.24,2.698,210.6271444,2010,10
5096,36,313387.11,0,58.97,3.287,216.5634344,2011,11
4051,29,465992.02,1,28.49,3.177,132.8150323,2010,12
4410,31,1397094.26,0,79.49,3.561,221.3828029,2012,5
3538,25,654088.02,0,32.23,3.695,213.2732106,2012,2
4539,32,1243812.59,0,24.26,3.113,196.9432711,2012,2
1914,14,1875708.88,0,35.78,3.274,184.1625632,2011,2
6410,45,770487.37,0,61.24,3.889,190.9764167,2012,5
6400,45,782796.01,0,41.55,3.816,190.1714927,2012,3
3052,22,807535.52,0,24.76,3.215,136.803477,2011,1
5066,36,428727.61,0,69.39,3.645,213.8116658,2011,4
354,3,369350.6,0,84.41,3.786,218.8860765,2011,5
662,5,307035.11,0,69.27,3.372,218.2468539,2011,10
3985,28,1180671.55,0,91.61,4.014,130.7929,2012,6
6374,45,726482.39,0,70.63,3.703,186.6189274,2011,9
42,1,1955624.11,1,64.52,2.735,211.7484333,2010,11
88,1,1493525.93,0,71.74,3.274,217.3552733,2011,10
2301,17,843848.65,0,40.26,2.948,126.2898,2010,5
2066,15,560764.41,0,55.46,4.117,134.4357333,2011,4
1247,9,482451.21,0,49.38,3.29,223.8060527,2012,1
6150,44,286857.13,1,33.16,2.671,126.4962581,2010,2
6056,43,601004.79,0,53.05,3.016,203.8315161,2011,1
3504,25,699270.1,0,70.71,3.804,208.2306018,2011,6
4281,30,439132.5,0,83.58,3.638,221.9415576,2012,8
2322,17,829207.27,0,60.07,2.853,126.2346,2010,10
4804,34,902852.73,0,66.23,3.473,129.5183333,2011,9
5232,37,513341.94,0,82.06,3.526,214.7934111,2011,9
188,2,2609166.75,0,47.55,2.869,211.0645458,2010,12
2594,19,1450407.32,0,72.3,2.958,132.4976,2010,6
676,5,333948,0,57.35,3.36,220.7561941,2012,2
3814,27,2014665.98,0,46.28,3.627,140.4397857,2011,12
4426,31,1327705.44,0,76.1,3.717,222.2174395,2012,9
2565,18,1117097.23,0,70.09,3.884,138.3771935,2012,8
446,4,1903290.58,0,70.83,2.701,126.1360645,2010,6
952,7,949075.87,1,27.6,3.424,195.7704,2011,11
4160,30,457883.94,0,70.87,2.835,210.0011018,2010,5
3647,26,997474.93,0,56.94,3.851,135.2652667,2011,6
5951,42,613531.11,0,70.27,3.698,129.7706452,2011,10
2333,17,1049372.38,0,25.13,2.842,126.8794839,2010,12
4524,32,1204628.28,0,37.95,3.527,195.4847959,2011,11
6281,44,327389.51,0,79.4,3.545,130.7909677,2012,8
1222,9,554879.67,0,91.52,3.684,219.1349201,2011,8
5121,36,308389.82,0,70.06,3.888,220.3014485,2012,4
1510,11,1484169.74,0,89.51,3.554,219.023271,2011,8
5753,41,1110941.78,0,60.11,2.793,190.5713264,2010,9
2889,21,855882.57,0,86.2,2.619,211.2241759,2010,8
4980,35,802383.63,0,58.97,3.889,142.0759262,2012,5
3808,27,1710372.4,0,51.81,3.757,140.4447903,2011,10
1691,12,1041995.22,0,77.27,4.186,131.1453333,2012,5
1873,14,2129771.13,0,54.26,2.982,181.6612792,2010,5
5996,42,535537.03,0,82.5,4.055,130.8381613,2012,8
5001,35,866064.4,0,64.5,3.985,142.8516833,2012,10
3761,27,1884343.67,0,41.81,3.2,136.6075714,2010,12
4047,29,642678.53,0,39.42,3.065,132.7566667,2010,12
343,3,404753.3,0,61.29,3.459,217.4653683,2011,3
3228,23,1464295.69,0,65.33,3.784,136.2440968,2011,9
1176,9,463448.59,0,81.19,2.582,215.0615285,2010,9
4460,32,1157975.68,0,74.97,2.723,190.2611552,2010,8
467,4,1933333,0,56.94,2.718,126.4364194,2010,10
1845,13,1914430.53,0,80.42,3.537,130.7195806,2012,7
551,4,2245257.18,0,78.11,3.433,130.8896774,2012,6
3677,26,838751.5,0,15.22,3.542,136.8564194,2012,1
815,6,1395339.71,0,50.82,3.157,221.3088023,2012,1
5607,40,976453.34,0,70.66,2.735,132.7248387,2010,9
3011,22,1177340.99,0,44.96,2.826,135.7464988,2010,4
262,2,2000940.67,0,71.27,3.63,221.380331,2012,5
5714,40,899768.4,0,54.12,4.056,138.6534,2012,9
3949,28,1220984.94,0,67.31,3.805,129.7706452,2011,10
6,1,1472515.79,0,54.58,2.72,211.215635,2010,3
1711,12,880415.67,0,81.22,3.966,131.043,2012,9
1187,9,578164.82,0,49.89,2.708,215.1445203,2010,12
428,3,405432.7,0,74.66,3.506,226.9873637,2012,10
1012,8,850440.26,0,56.1,2.795,213.768119,2010,4
2419,17,849074.04,0,73.29,3.509,130.7561613,2012,8
5306,38,340497.08,0,76.2,3.12,126.1843871,2010,5
3468,25,616094.72,0,54.09,2.868,205.0137637,2010,10
1118,8,937232.09,0,73.96,3.749,225.2288314,2012,5
6108,43,619225.65,0,52.72,3.268,211.4997811,2012,1
3352,24,1372484.9,0,46,4.061,134.3571,2011,4
407,3,432268.53,0,81.55,3.501,225.2518313,2012,6
6078,43,604925.08,0,88.3,3.594,206.9424405,2011,6
2793,20,1950904.84,0,78.89,3.811,208.5937018,2011,7
1439,11,1470308.32,0,69.57,2.77,213.9120595,2010,4
937,7,670670.46,0,54.56,3.542,194.1105017,2011,8
2723,20,1951848.43,0,47.32,2.844,204.3782258,2010,3
4965,35,588722.99,0,36.96,3.567,140.9124021,2012,1
4268,30,427021.18,0,79.24,3.501,221.3852748,2012,6
6247,44,376233.89,0,24.76,3.186,129.9845484,2011,12
3553,25,694765.95,0,69.54,3.742,214.5513278,2012,6
2447,18,1256282.79,0,69.12,2.906,132.2939355,2010,5
4676,33,267058.08,0,60.92,3.443,130.1575161,2012,1
3495,25,756588.42,0,45.87,3.892,208.4779405,2011,4
3422,24,1303726.54,0,68.13,3.997,138.2814516,2012,8
929,7,610991.35,0,48.79,3.697,192.9034759,2011,6
2798,20,1933577.2,0,70.15,3.704,208.902476,2011,8
198,2,1833511.08,0,60.8,3.065,213.190421,2011,2
4643,33,239206.26,0,76.07,3.99,129.0756774,2011,5
4596,33,259419.91,0,93.66,3.084,126.1266,2010,6
2839,20,2231962.13,0,62.01,3.689,214.5527132,2012,6
406,3,413701.29,0,78.58,3.561,225.2515168,2012,5
1739,13,1932231.05,0,77.79,2.791,126.1498065,2010,7
3024,22,1120259.71,0,72.88,2.815,136.3722893,2010,7
6319,45,722262.21,0,78.44,2.805,182.6226346,2010,8
4983,35,932195.52,0,73.4,3.742,142.1095438,2012,6
901,7,552811.62,0,21.88,2.712,190.9931437,2010,12
3273,23,1384921.63,0,69.19,3.561,138.263,2012,7
4515,32,1152117.5,0,74.6,3.511,194.5092113,2011,9
4572,32,1202775.24,0,55.34,3.779,198.8221322,2012,10
2753,20,1950676.39,0,59.17,2.868,205.0137637,2010,10
538,4,2202450.81,0,53.63,3.667,130.7413793,2012,3
230,2,1837553.43,0,69.92,3.285,216.6958311,2011,10
5092,36,346137.87,0,71.2,3.262,215.7831333,2011,10
3884,28,1225336.41,0,97.18,3.094,126.1498065,2010,7
764,6,1306194.55,0,38.37,2.983,212.9655882,2011,1
1961,14,1789113.32,0,31.85,3.533,189.4214733,2012,1
697,5,329658.1,0,87.08,3.286,222.4307191,2012,6
5070,36,393401.4,0,69.56,3.917,214.5240376,2011,5
806,6,1523420.38,0,58.54,3.332,219.4000812,2011,11
1166,9,485389.15,0,78.51,2.642,214.6564301,2010,7
4308,31,1377092.33,0,83.51,2.668,211.1120018,2010,6
3517,25,620885.93,0,60.28,3.711,209.4986126,2011,9
4843,34,1000285.1,0,78.85,3.329,130.7929,2012,6
1602,12,1004516.46,0,93.19,3.129,126.0892903,2010,8
1541,11,1300593.61,0,67.16,3.787,224.7909104,2012,3
2084,15,649159.68,0,67.63,3.879,136.2440968,2011,9
1068,8,836049.89,0,65.54,3.907,219.1746922,2011,5
5894,42,589091.04,1,84.04,2.961,126.1145806,2010,9
1346,10,1815798.85,0,62.53,3.716,128.6160645,2011,3
619,5,298180.18,1,49.79,2.943,211.9567142,2010,12
311,3,347955.05,0,82.04,2.64,214.695346,2010,7
5898,42,599759.45,0,77.04,2.924,126.2791667,2010,10
6003,42,612379.9,0,76.03,4.468,131.1083333,2012,10
4017,29,568497.35,0,63.81,2.981,132.1062,2010,5
1120,8,913922.01,0,64.16,3.63,225.3002908,2012,5
5895,42,536871.58,0,85.52,3.028,126.1454667,2010,9
4711,33,286428.78,1,92.02,4.124,130.9325484,2012,9
1257,9,677885.99,0,68.83,3.891,225.1820555,2012,4
1917,14,1932491.42,0,46.66,3.631,184.809719,2011,3
5947,42,576837.09,0,77.49,3.784,129.4306,2011,9
3269,23,1543667.68,0,64.73,3.683,138.1295333,2012,6
2919,21,753711.32,0,70.33,3.473,214.2521573,2011,3
5363,38,354078.95,0,88.95,3.898,129.0663,2011,6
4756,34,936293.6,0,58.11,2.736,126.3815484,2010,10
2232,16,482926.93,0,48.91,3.498,194.9459724,2011,10
6036,43,689326.91,0,80.43,2.577,203.4507258,2010,9
11,1,1391256.12,0,64.84,2.795,210.4391228,2010,4
3727,27,1955814.13,0,62.62,2.992,135.7856359,2010,4
5155,37,515777.97,0,55.76,2.732,209.7870932,2010,3
1037,8,826546.96,0,62.59,2.72,215.1757,2010,10
5755,41,1162042.24,0,57.1,2.745,190.7763218,2010,10
3486,25,634637.03,0,38.42,3.245,206.3694701,2011,2
6005,42,514756.08,0,70.5,4.301,131.1930968,2012,10
1759,13,2083379.89,0,25.8,2.812,126.7313333,2010,12
2686,19,1327139.35,0,43.47,4.098,137.7261935,2012,3
4147,30,465108.52,0,39.05,2.572,210.7526053,2010,2
3763,27,2350098.36,0,31.62,3.301,136.5292811,2010,12
5426,38,490274.82,1,88.52,4.124,130.9325484,2012,9
5295,38,372239.89,0,53.77,2.987,126.5782857,2010,3
5936,42,506343.83,0,95.36,3.842,129.0894,2011,7
3843,27,1842555.32,0,73.94,3.667,142.1920381,2012,6
4247,30,457030.86,0,48.1,3.157,219.355063,2012,1
3481,25,572360.83,0,18.3,3.205,204.7026042,2011,1
5455,39,1352547.7,0,81.35,2.669,209.984205,2010,7
5124,36,324801.13,0,73.7,3.713,220.4252149,2012,5
2546,18,1025813.8,0,60.88,4.046,137.9230667,2012,4
2472,18,1045722.37,0,45.26,3.03,132.9172,2010,11
1293,10,1946875.06,0,61.46,3.054,126.6066452,2010,3
5945,42,537124.76,0,91.61,3.798,129.3259355,2011,9
3118,22,1000342.87,0,58.81,4.046,141.9015262,2012,4
3631,26,945643.17,0,14.31,3.437,133.6141429,2011,3
4150,30,472330.71,0,45.31,2.561,210.9759573,2010,2
3658,26,1069710.97,1,60.98,3.809,136.2745806,2011,9
451,4,1812208.22,0,80.35,2.637,126.1518,2010,7
365,3,380376.85,0,88.88,3.638,218.9605873,2011,8
1592,12,956211.2,0,81.06,3.043,126.114,2010,6
4652,33,238915.05,0,97.17,3.697,129.1507742,2011,7
5807,41,1277882.77,0,58.74,3.498,194.9459724,2011,10
585,5,333522.6,0,71.53,2.835,210.8896556,2010,5
5408,38,491755.69,0,76.03,4.171,131.136,2012,5
6295,45,741891.65,0,34.89,2.754,182.0774691,2010,2
453,4,1848426.78,0,79.78,2.612,126.1283548,2010,7
4213,30,424614.59,0,75.04,3.899,215.6124735,2011,5
3298,24,1379579.63,0,62.06,2.992,131.9408065,2010,4
5923,42,508432.17,0,67.64,3.772,128.7199355,2011,4
2284,16,471281.68,0,50.46,3.779,198.8221322,2012,10
1993,14,1613342.19,0,75.09,3.867,191.461281,2012,8
1673,12,945823.65,0,50.43,3.599,130.1575161,2012,1
2928,21,744389.81,0,76.86,3.786,215.1544822,2011,5
4466,32,1067432.1,0,64.19,2.793,190.5713264,2010,9
62,1,1559889,0,71.27,3.743,215.2918561,2011,4
4868,35,1117536.09,0,49.04,2.844,135.6682247,2010,3
110,1,1677472.78,0,64.74,3.734,221.2118132,2012,3
4483,32,1078348.91,0,34.54,2.973,191.5731924,2011,1
1343,10,1958003.19,0,56.96,3.674,128.26475,2011,3
2682,19,1308977.05,0,34.83,3.983,137.4238966,2012,3
4399,31,1439034.86,0,57.16,3.669,220.6974332,2012,3
2165,16,546554.96,0,62.37,2.715,189.4533931,2010,6
2681,19,1352470.09,0,33.91,3.917,137.3411034,2012,2
3114,22,992774.4,0,54.68,3.889,141.6269332,2012,3
1658,12,871692.74,0,82.95,3.789,129.5183333,2011,9
382,3,468772.8,0,49.26,3.158,222.4167852,2011,12
3906,28,1510443.62,0,52.77,3.236,126.8794839,2010,12
1322,10,1772192.42,0,77.04,2.924,126.2791667,2010,10
2844,20,2134680.12,0,78.27,3.523,214.728027,2012,7
5982,42,590636.38,0,85.19,4.308,131.0983226,2012,5
5648,40,971422.67,0,59.16,3.873,135.0837333,2011,6
1421,10,1650285.54,0,86.97,3.886,130.8853548,2012,8
460,4,1865820.81,1,73.54,2.574,126.1145806,2010,9
4684,33,248051.53,0,60.91,3.882,130.6457931,2012,3
4633,33,270921.44,0,66.51,3.63,128.3995,2011,3
2998,21,647097.65,0,80.38,3.666,222.6164329,2012,9
2862,21,867283.25,0,39.75,2.514,210.9451605,2010,2
1428,10,1734834.82,0,72.71,4.449,131.1499677,2012,10
3279,23,1702220.96,0,64.63,3.874,138.2814516,2012,8
4416,31,1458059.42,0,85.26,3.227,221.5215064,2012,7
6030,43,649035.55,0,86.6,2.608,203.1750161,2010,7
5847,41,1332594.07,0,67.24,3.613,197.8788621,2012,7
3112,22,991127.01,0,41.72,3.876,141.4742857,2012,3
1869,14,2121788.61,0,54.28,2.899,181.6924769,2010,4
5802,41,1283849.38,0,70.37,3.511,194.5092113,2011,9
2319,17,1200888.28,1,56.28,2.87,126.1145806,2010,9
4219,30,422715.74,0,85.72,3.594,214.7441108,2011,6
5566,39,1720221.91,0,84.72,3.571,220.7199609,2012,8
994,7,541120.2,0,53.66,3.659,198.1267184,2012,9
459,4,1935857.58,0,76.8,2.584,126.1019355,2010,9
5312,38,361181.48,0,91.98,3.105,126.1392,2010,7
6325,45,678228.58,0,68.59,2.713,182.6696737,2010,9
3926,28,1515890.38,0,68.4,4.193,129.0444333,2011,5
495,4,2002362.37,0,70.65,3.872,129.089,2011,5
3027,22,974123.2,0,76.91,2.784,136.4366924,2010,7
2768,20,1761506.68,0,23.21,3.237,205.3894952,2011,1
2287,16,475770.14,0,40.99,3.686,199.2195317,2012,10
3709,26,1053495.51,0,63.69,3.884,138.3771935,2012,8
4599,33,280937.84,0,100.14,2.971,126.1498065,2010,7
351,3,413042.12,0,69.45,3.906,219.1959827,2011,5
1794,13,2076231.8,0,75.56,3.595,129.1846452,2011,8
2438,18,1092704.09,0,47.55,2.831,131.863129,2010,3
1371,10,1650894.3,0,77.49,3.784,129.4306,2011,9
5772,41,1179420.5,0,14.56,3.011,191.7625895,2011,2
2043,15,608200.81,0,44.1,3.138,132.9172,2010,11
5018,36,489372.02,0,75.56,2.786,209.1215867,2010,5
6289,44,337796.13,0,55.1,3.797,131.1083333,2012,10
5711,40,987264.67,0,66.11,3.884,138.3771935,2012,8
5327,38,337743.26,0,75,2.976,126.3266774,2010,10
6426,45,734297.87,0,75.09,3.867,191.461281,2012,8
2058,15,573374.49,0,28.16,3.605,133.6141429,2011,3
5183,37,524483.65,0,66.34,2.633,210.5144398,2010,10
2259,16,450756.71,0,45.83,3.901,197.780931,2012,4
4642,33,279466.87,0,78.24,4.202,129.089,2011,5
4943,35,897037.25,0,72.88,3.704,140.1629528,2011,8
1727,13,1909330.77,0,55.66,2.936,126.4713333,2010,4
455,4,1907638.58,0,76.53,2.64,126.0854516,2010,8
3887,28,1523101.38,0,92.95,3.123,126.0854516,2010,8
3907,28,2026026.39,0,52.02,3.236,126.9835806,2010,12
2996,21,628494.63,0,76.1,3.717,222.2174395,2012,9
1710,12,922735.37,0,82.97,4.125,131.0103333,2012,9
